Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml715	715	8		1																	3	Subloops																															30	30			10	2	4		255	255	255			2	null	1024	2	16					3			1		1							2											1	1	1			1					sk366	4																																						64	1			so2434	so0	so0										ml99							0
ml716	716	1	10	1																																																					12		3	4	255	255	255			1	LightningStrike	1024	8	16		1		7													1											1					1								8																		ltng	2	2	2	2	2	2	5	2	2	2	2	2						64	32			so0	so0	so0	ol1																0
ml717	717	1	10	1																																																	20	20		-1000	5				255	255	255				ElectricNova	1024	13	16					3			1				1	3				1													1			1						4		8	1																	ltng	1	2	3	4	5	6	100	4	5	6	7	8	(skill('sk49'.blvl)+skill('sk48'.blvl))*4					64	16			so0	so0	so0	ol1																0
ml718	718	1		1		7																																															17	17			12				255	255	255				expansion\shockwave	1024	7	8					3			1		1		1	4				1											1	1	1			1					sk402	4																																						64	8			so2347	so0	so0																	0
ml719	719	1		1	18				2	Vel / level increase																																											35	35		-500	25				192	192	192	1			BAYellShockWave01	1024	15	16					3		1										1																1																																													32			so2490	so0	so0																	0
ml720	720	1		1																																																	12	12			40		5					1		1	UnholyBolt	1024	16	16					3	1		1		1		1	2				1				1							1	1	1			2		1			sk12	4		8		128																																		10	32			so1119	so0	so0																	0
ml721	721	1		1																																																	10	10			200		5		255	255	255				Expansion\baalsummonmissile	1024	8	12					3	1		1		1		1	4				2												1	1			1					sk316	4																																							8			so476	so0	so0		ml34															0
ml722	722	1	16	1	12	15																												range (0 = skill)								range (0 = skill)											70	70			8				222	222	255			1	null	1024	6	16					3	1		1		1		1	4				2											1	1	1		25	1					sk253	9																				mag																			16			so2373	so2384	so0	ol190																0
ml723	723	1		1							7	Minimum range																																									12	12			30		4		255	178	64	3			Flamethrower	1024	15	16					3			1									1								1			1					1						4		8																		fire	3	3	3	3	3	3	6	4	4	4	4	4						32	1		82	so2433	so0	so0																	0
ml724	724	5		5	8	3																											128	softhit chance (128)															128	hit sound chance (128)							90	25	5	4	255	178	64			1	groundFireBig	1024	37	16		1	12	36	3				1		1						3	1	12									1					1					sk398	4																																						32	1			so2577	so0	so0																	0
ml725	725	1		1																														heals allies?		"0 = all, 1 = undead, 2 = demons"						heals allies?		"0 = all, 1 = undead, 2 = demons"									16	16			50		8		222	222	255	1	2	1	HolyBoltMissile	1024	16	16					3	1	1	1				1	4				2											1	1	1			1						4		8																		mag	13	2	3	5	10	15	16	3	4	6	12	16	skill('sk101'.blvl)*15						1			so2381	so2384	so0		ml204											ml204				0
ml726	726	7	12	7	9				5	??? Radius	15										5										250	fire duration		disc radius (0 = skill)		damage radius (0 = skill)			250	fire duration		disc radius (0 = skill)	50	disc density									4	4			400		3		255	255	255	1		1	BoneSpirit	1024	8	16					1	1				1						-30	3					1						1	1				1					sk431	5	2																			fire																			8		82	so2452	so2384	so0		ml327	ml728	ml729	ml730	ml727				ml728	ml729	ml730	ml728	ml729	ml730		0
ml727	727	5		5		3																																											19	softhit chance (128)							100		5	4			255			1	groundFireBig	1024	37	16		1	12	36	3				1		1	1	4				1	1	12									1					1						4		8																		mag	50	10	10	10	10	10	100	10	10	10	10	10						32	1		82	so2577	so0	so0																	0
ml728	728	5		5		3																											19	softhit chance (128)															19	hit sound chance (128)							75		5	4			255			1	null	1024	37	16		1	12	36	3				1		1	1	4				1	1	12														1						4		8																		mag	50	1	1	1	1	1	100	1	1	1	1	1						32	1		82	so2577	so0	so0																	0
ml729	729	5		1																																																					90	25	2	2			255			1	groundFireSmall	1024	37	16		1	12	36	3				1		1	1	4				1	1	12														1						4		8																		mag	50	2	2	2	2	2	100	2	2	2	2	2						32	1		82	so2577	so0	so0																	0
ml730	730	5		1																																																					90	25	3	2			255			1	groundFireMedium	1024	37	16		1	12	36	3				1		1	1	4				1	1	12														1						4		8																		mag	50	2	2	2	2	2	100	2	2	2	2	2						32	1		82	so2577	so0	so0																	0
ml731	731	1		1																																																	20	20			40		5		255	255	255				Expansion\baalsummonmissile	1024	8	12					3	1		1		1		1	4				2												1	1			1					sk436	4			1																																				8		82	so476	so0	so0		ml34															0
ml732	732	5		1																																																					90	25	2	2	255	178	64			1	groundFireSmall	1024	37	16		1	12	36	3						1						1	1	12														1						4							70						100							fire	1	1	1	1	1	1	1	1	1	1	1	1	((skill('sk47'.blvl)+skill('sk51'.blvl))+skill('sk41'.blvl))*5					32	1		82	so2577	so0	so0																	0
ml733	733	5		1																																																					90	25	3	2	255	178	64			1	groundFireMedium	1024	37	16		1	12	36	3						1						1	1	12														1						4							70						100							fire	2	2	2	2	2	2	2	2	2	2	2	2	((skill('sk47'.blvl)+skill('sk51'.blvl))+skill('sk41'.blvl))*5					32	1		82	so2577	so0	so0																	0
ml734	734	1																																																							60									1	Meteor	1024	12	16						1		1			1																												4																																							1		82	so0	so0	so0																	0
ml735	735	9	18	1	14																59	frames	25	fallrate	15	sliderate								range (0 = skill)	1	flames increment					5	# submissile1	3	# submissile3	15	# submissile4											60		4		255	64	64			1	MeteorTargetIndicator	1024	17	16								1			1						1					1											1					sk430	5	2	8																																					1		82	so0	so0	so0										ml734	ml102		ml736	ml154			0
ml736	736	1		1					2	none																																															16		13		255	178	64				ExpArrowExplode	1024	16	16								1									1						1			1			1	1			1						4		8																																					1		82	so0	so0	so0																	0
