skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk457	457																																													st207		is331	(10+lvl*8)+min(blvl*5,150)	is335	min(5+lvl*4,65)	is86	10+lvl*2																								so0	so0			so0	so0	so0		so0		so0																						1	3		none														xx																							so0			1	32																				8			1	1																																	1								8															cold																					512	50000
sk458	458																																													st207		is330	(50+lvl*35)+min(blvl*8,256)	is86	10+lvl*2																										so0	so0			so0	so0	so0		so0		so0																						1	3		none														xx																							so0			1	32																				8			1	1																																	1								8															ltng																					512	50000
sk459	459		sd42		160																34691		st194	325	min(ln12,26)	is41	-min(par5+((lvl<22)?lvl:(22+(lvl-22)/2)),40)																																																		so2398	so0			so0	so0	so0		so0		so0	ol34																					1	10		none												SC	SC	xx					4												1						so2398			1	20												50	1						1	8	9		1										par4	damage %	par3	min damage					12	Base radius of effect.	2	Level radius bonus.		Minimum Damage.	25	Percent Damage.	1	base -lite res							1								8															ltng																					384	40000
sk460	460		sd49											ml98																																																															so2398	so0			so0	so0	so0		so0		so0	ol34								ml98													1	6		none												SQ	SC	xx	12			1													1						so2398			12	20					sk38								1						1	7	16	1	1																		10	minimum damage	20	max damage	4	increase in dam/level (min & max)									8	damage synergy	1								8															ltng	1						30	8	12	20	24	28	(skill('sk53'.blvl)+skill('sk38'.blvl))*par8								512	50000
sk461	461		sd56		28												ml757	ml757	ml757						ln12																																																				so2399	so0			so0	so0	so0		so0		so0	ol30				28					ml101												1	6		none												SC	SC	xx					4				1								1						so2399	ol30		24	20					sk47	sk51						16	1						1	7	34	1	1										ln12	radius							6	radius of explosion		radius per level	12	Frames of fire		Frames of fire per level					9	ele damage synergy	9	phys damage synergy	1								8		15	1	2	3	4	4	25	1	2	3	4	4	((skill('sk47'.blvl)+skill('sk51'.blvl))+skill('sk41'.blvl))*par7	fire	15	1	2	3	4	4	25	1	2	3	4	4	((skill('sk47'.blvl)+skill('sk51'.blvl))+skill('sk41'.blvl))*par7+stat('is329'.accr)								768	70000
sk462	462		sd47											ml759											4+blvl/5																																																				so2399	so0			so0	so0	so0		so0		so0	ol30								ml62													1	5		none												SC	SC	xx																	1						so2399			12	20					sk36								1						1	7	10	1	1																																16	damage synergy	1								7															fire	12	13	23	28	33	33	28	15	25	30	35	35	(skill('sk36'.blvl)+skill('sk461'.blvl))*par8								512	50000
sk463	463		sd59		28												ml158	ml158	ml158																																																										so2397	so0			so0	so0	so0		so0		so0	ol33				28					ml158												1	7		none												SC	SC	xx					4				1								1						so2397	ol33		24	20					sk44	sk55						25	1						1	7	26	1	1										par1	radius	par3	frequency					7	radius			2	Missile delay		Change duration in Missiles.xls							12	damage synergy	1								8															cold	15	6	8	10	12	14	25	8	10	12	14	16	(skill('sk39'.blvl)+skill('sk55'.blvl))*par8	100							768	70000
sk464	464		sd45											ml91																																																															so2397	so0			so0	so0	so0		so0		so0	ol31								ml91													1	6		none												SC	SC	xx																	1						so2397			6	20					sk39								1						1	7	12	1	1																		50	Duration of freeze		additional duration/level										freeze synergy	6	damage synergy	1								7															cold	10	12	24	42	56	70	16	14	28	43	57	71	(skill('sk39'.blvl)+skill('sk55'.blvl))*par8	50							384	40000
sk465	465		sd108		18																73731	st40	st40	200	ln12	is119	ln34																			st67		is119	skill('sk108'.blvl)*par8																												so0	so0			so0	so0	so0		so0		so0																					1	1	6		none														xx																							so0			12	20					sk98															8			1	1			50														20	radius	2	additional radius per level	75	% attack# bonus	10	% additional attack# bonus		?		?			10	passive to hit bonus	1								8																																				512	50000
sk466	466		sd115		18																73731	st41	st41	200	ln12	is28	ln34	is162	ln34	is67	dm56															st199		is96	blvl/2																												so0	so0			so0	so0	so0		so0		so0																					1	1	1		none														xx																							so0			18	20					sk104															8			1	1			50														26	radius	3	additional radius per level	50	% faster stamina recovery and max stamina	25	% additional stamina recovery and max stamina	7	min % speed increase	50	max % speed increase					1								8																																				640	60000
sk467	467		sd67		8												ml760																																																												so2392	so0			so0	so0	so0		so0		so0	ol170			19	17					ml760	ml760	ml760										1	1		none												SC	SC	xx																	1						so2447			1	20													1						1	7	6	1	1										5	# missiles	10	activation frame					2	number of missiles	1	additional missiles/level		Acivation frame of teeth									25	damage synergy	1								8															mag	4	2	2	6	14	22	8	2	4	10	18	26	((skill('sk68'.blvl)+skill('sk84'.blvl))+skill('sk93'.blvl))*par8+stat('is357'.accr)								256	30000
sk468	468		sd84		8												ml761	ml761			42371		st208	50	5	is67	-50	is68	-100	is105	-100																																														so2447	so0			so0	so0	so0		so0		so0				19	17					ml761	ml761	ml218										1	6		none												SC	SC	xx																	1						so2447			18	20					sk67								1						1	6	28	1	1										1	# missiles					50														10	Bone Armor Synergy	10	damage synergy	1								8															mag	500	7	9	12	26	46	750	7	9	13	28	50	((skill('sk67'.blvl)+skill('sk93'.blvl))*par8+skill('sk68'.blvl)*par7)+stat('is357'.accr)								640	60000
sk469	469		sd59		28												ml762	ml762	ml762																																																										so2398	so0			so0	so0	so0		so0		so0	ol34				28					ml762												1	7		none												SC	SC	xx					4				1								1						so2398			24	20					sk44	sk55						25	1						1	7	26	1	1										par1	radius	par3	frequency					7	radius			3	Missile delay		Change duration in Missiles.xls							12	damage synergy	1								8															ltng	150	6	8	10	12	14	200	8	10	12	14	16									768	70000
sk470	470		sd12	4	8												ml765	ml765																																																											so0	so0			so0	so0	so0		so0		so0				11	17					ml765	ml765											1	7	1	rng		miss										A1	A1	xx				1													1						so0			6	20					sk6								1		1				1	5	12	1	1										min(24,ln12)	# missiles	par3	activation frame	2	triggered			3	number of arrows to fire	1	additional arrows per level	1	Acivation frame of arrows.			5	base dmg%	5	dmg% per level			8	damage synergy	1	50	20						8	128	1		1	2	3	4	2		1	2	3	4																							384	40000
sk471	471		sd12	4	8												ml767	ml767																																																											so0	so0			so0	so0	so0		so0		so0				11	17					ml767	ml767											1	7	1	rng		miss										A1	A1	xx				1													1						so0			6	20					sk6								1		1				1	5	12	1	1										1	# missiles	par3	activation frame	2	triggered			3	number of arrows to fire	1	additional arrows per level	1	Acivation frame of arrows.			5	base dmg%	5	dmg% per level			8	damage synergy	1	50	20						8	128	1		1	2	3	4	2		1	2	3	4																							384	40000
sk472	472		sd123		66																42371	st28	st28		ln12	is171	-dm56	is39	-min(ln34,150)	is43	-min(ln34,150)	is41	-min(ln34,150)																																												so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			30	20					sk119															8			1	1	1		50														20	radius		additional radius per level	30	% resist reduction	5	% resist reduction per level	40	min % AC reduction	100	max % AC reduction					1								8																																				896	80000
sk473	473		sd122		65																73731	st49	st49		ln12	is68	dm34	is119	toht	is25	ln56/2																	is25	ln56																												so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														S1																							so0			30	20					sk113															8			1	1	1		50														11	radius	1	additional radius per level	10	min% boost	40	max% boost	50	% damage boost	17	% damage bonus per level					1	40	5						8																																				896	80000
sk474	474		sd118		66																42883	st46			ln12																							is50	(edns*par5)/256	is51	(edxs*par5)/256																										so0	so0			so0	so0	so0		so0		so0																						1	4		none														xx																							so0			24	20					sk114															8			1	1	1		25														12	radius		additional radius per level					12	damage to attack multiplier		?	8	damage synergy	8	damage synergy	1				16385				7															ltng	2						20	6	8	10	13	16	((skill('sk110'.blvl)+skill('sk125'.blvl))+skill('sk108'.blvl))*par8								768	70000
sk475	475		sd114		81																303747	st43	st44		ln12	is67	-dm34	is68	-dm34	is69	-dm34																	is54	(edns*par5)/256	is55	(edxs*par5)/256																										so0	so0			so0	so0	so0		so0		so0																						1	8		none														xx																							so0			18	20					sk102															8			1	1	1		25														12	radius		additional radius per level	25	min% slowing	60	max% slowing	10	damage to attack multiplier		?	12	damage synergy	12	damage synergy	1				16385				7															cold	4	1	1	2	4	5	6	1	2	3	4	5	((skill('sk105'.blvl)+skill('sk125'.blvl))+skill('sk108'.blvl))*par8								640	60000
sk476	476		sd102		66																42883	st35			ln12																							is48	(edns*par5)/256	is49	(edxs*par5)/256																										so0	so0			so0	so0	so0		so0		so0																						1			none														xx																							so0			6	20					sk98															8			1	1	1		25														9	radius		additional radius per level					4	damage to attack multiplier			20	damage synergy	20	damage synergy	1				16385				6															fire	4	1	3	10	19	23	9	1	3	10	19	23	((skill('sk100'.blvl)+skill('sk125'.blvl))+skill('sk108'.blvl))*par8								384	40000
sk477	477		sd98		65																73731	st33	st33		ln12	is25	edmn																																																		so0	so0			so0	so0	so0		so0		so0																					1	1	9		none														xx																							so0			1	20																			1	8			1	1	1		50														16	radius	2	additional radius per level													1								8																40	10	12	14	16	18															256	30000
sk478	478		sd113		65																73731	st42	st42		ln12	is25	ln34	is164	par5	is119	toht																																														so0	so0			so0	so0	so0		so0		so0																					1	1	6		none														xx																							so0			18	20					sk108															8			1	1	1		50														16	radius	2	additional radius per level	30	% additional damage	5	% additional damage/level	20	percent chance that attack will not be interrupted		?					1	25	4						8																																				640	60000
sk479	479		sd115		65																73731	st41	st41		ln12	is28	ln34	is162	ln34	is67	dm56															st199		is96	blvl/2																												so0	so0			so0	so0	so0		so0		so0																					1	1	1		none														xx																							so0			18	20					sk104															8			1	1	1		50														16	radius	3	additional radius per level	50	% faster stamina recovery and max stamina	25	% additional stamina recovery and max stamina	15	min % speed increase	75	max % speed increase					1								8																																				640	60000
